项目编号,主体,关系,客体
552,独龙江乡居民,分布在,独龙江两岸 的台地上
552,独龙江乡,户人,
552,独龙 族人,占全乡总人口比例,
552,独龙 江乡人均耕地面积,为,亩
552,独龙江乡人均收入,为,元年
552,独龙江乡周边 环境,特征,山青 水秀环境优美
552,村寨位置,建 在,独龙江两岸依 山傍水处
552,四周山上森林覆盖率,达,以上
552,民居类型,包括,木楞房和篾笆房
552,中、 上游地区如迪政当、献 九当、龙元,多为,木楞房
552,下游地区,全 为,竹篾房
552,村落风貌,保持,传统风貌
552,小寨传统草木结构 式建筑占比,占,以上
552,独 龙江乡地理位置,地处,横断山脉的峡谷地带
552,周围地形,都是,高山
552,地理环境特点,形成,封闭式的地理环境
552,交通方式,依靠,竹溜索、 木桥、吊桥、石拱 桥等
552,手工业特色,以,纺织最为常见
552,纺织工序除砍麻、剥 麻、晒麻外,由,妇女承担
552,主要织品,是,独龙毯
552,织毯材料,大多是,彩色晴伦毛线
552,独龙 毯用途,用于,制作 服饰、缝制被盖、做 装饰品等
552,独龙族妇女服饰上游一带 穿着,上身穿大襟长 袖短褂或花衬衣下身穿 长裤穿胶鞋或布鞋 披一块独龙毯) 2 9. (独龙族妇女服饰 下游一带穿着,上身穿大 襟长袖短褂或花衬衣 下着筒裙穿胶鞋或 凉鞋披一块独龙毯
552,男子穿着,上身着针织成衣下身着 长裤外披一块独龙毯 ) 31. (独龙 族男女喜好,均喜欢五 颜六色的饰品
552,女子饰品风俗,有 穿耳挂环的风俗喜用 铜钱、银币、兽骨 、兽齿、料珠等做成 串珠挂在脖子上或戴在耳朵 上) 33. (女子 手镯类型,戴佳蔓即 银环
552,男子手镯类型,戴木镯 ) 35. (古老习俗,文面是独龙族 妇女的古老习俗
552,文面图案差异,独龙江沿岸各地区有明显差别 ) 37. (文面 材料和方法,基本相同
552,新中国成立后文面 习俗现状,已渐少此 俗但目前尚可见一些老年妇女 有文面) 39. (使用语言,独龙族 语言
552,文字 情况,无文字) 4 1. (记事和传递信息 方式,以刻木、结 绳等方式
552,社会组织结构层次,可分为氏族、 家族公社和家庭) 43 . (基督教传入时间,世纪 年代
552,有 教堂的大村落,如迪政 当、巴坡、马库等 村) 45. (教徒 活动,定期到教堂做礼拜
552,咱白 节时间,每年月包谷 成熟时) 47. ( 圣诞节时间,月过圣诞节
552,信仰观念,信仰万物有灵认为鬼魂与人 同生同亡) 49 . (鬼的分类,天上 的鬼南木和地上的鬼 卜郎
552,地鬼特性,危害人畜 ) 51. (天鬼 特性,既害人又益 人具有双重性
552,自然信仰活动,有 祭天鬼、巫师砍鬼、 卜辣鱼、阿细斯洛 、阿细闹等) 5 3. (巫师种类,南 木萨和乌两种
552,民间文学传承方式,主要以口传方式进行传承) 55. (民间文学形式,有民间歌谣、神话 、史诗、传说、故事等
552,收集到的 神话传说,《人类起源》、《大 蚂蚁把天地分开》、《洪水泛滥》、《 创世纪》等) 57 . (突出文化元素,民间 医药和传统历法较突出至今 还在为独龙族群众所采用
552,民歌 统称,门租) 5 9. (唱歌、唱调子 称作,门租哇哇是 唱的意思
552,常见民歌类型,情歌 、叙事歌、习俗歌、山 歌小调、劳动歌、祭祀 歌、儿歌及哄娃调 等) 61. (传统 舞蹈,剽牛舞、卡 雀舞、克里舞、木伐 舞、伯普艾舞、肯 以舞和普鲁舞等
552,舞蹈现存情况,多已失传少数还 保留在老年人中) 63 . (跳舞时唱的歌称,郎木门租郎木是跳舞 门租意为歌
552,唱歌形式,有对 唱、合唱、一领众和 等形式) 65. (重大 节日,卡雀哇节
552,卡雀哇 节节期,每年月日) 67. (年节最 隆重活动之一,剽牛
553,丙中洛 乡,位于,怒江傈 僳族自治州贡山独龙 族怒族自治县县城北面高黎 贡山脚下
553,丙中洛乡,辖,个村委会
553,丙中洛乡,辖,个自然村
553,丙中洛乡,辖,个村民小组
553,丙中洛乡,包括,秋那桶
553,丙中洛乡,包括,甲生
553,丙中洛乡,包括,丙中洛
553,丙中洛乡,农户 户数,户
553,丙中洛乡,人口,人
553,丙中洛乡,怒族人占比,全乡总人口 年
553,村 寨四周山上,森林覆盖率,达以上
553,丙中洛乡,生产方式,传统山地农耕
553,丙中洛乡,人均耕地面积,亩
553,丙中洛 乡,人均年纯收入,元年
553,丙中洛境内景点,有,怒江第一湾
553,丙中洛境内 景点,有,贡丹 神山
553,丙中洛境内景点,有,嘎娃嘎普雪山
553,丙中洛 境内景点,有,石 门关
553,丙中洛境内景点,有,普化寺
553,丙中洛境内景点,有,田园景观
553,传统民居 形式,包括,木楞房
553,传统民 居形式,包括,土墙 房
553,传统 民居形式,包括,干 栏式建筑
553,传统民居房屋,占,以上
553,传统民居房屋,均有,独特的石板屋顶
553,传统民居房屋,均有,石板盖
553,择地、选 材、建房、进房等 过程,保存着,完整的 祭祀礼仪
553,丙中洛,历史悠久,文化底蕴深厚
553,丙中洛,特色,自然信仰、佛教、天主教、基督教 等几教共存并和睦相处
553,普化寺,是全乡佛教的中心寺,始建于年
553,普化寺,重建 于,年
553,信奉佛教的人家,都有,烧香台
553,烧香台,用于,家庭祭祀活动
553,很多怒族 大村,都有,教堂
553,重丁 天主教堂,年代最久,始建于年
553,重丁天主教堂,重建 于,年
553,宗教节日,包括,圣诞节
553,宗教 节日,包括,感恩节
553,宗教节日,包括,复活节
553,自然信仰中岩神,最主要崇拜神,吉米达
553,吉米达,集职能 于一身,山神、猎神 、谷神、生育神、婚 配神、保护神等诸神
553,自然信仰,有祭祀活动,拜 仙洞
553,自然信仰,有祭祀活动,接圣水
553,怒族妇女服饰,特点,朴素大方美观简洁
553,怒族妇女 上装,着,各 色长袖内衣
553,怒族妇女上装,外穿,无袖坎 肩
553,怒 族妇女腰部装饰,扎,鲜艳长布围腰
553,怒族妇女下 装,着,白色或 黑色裤
553,怒族妇女,喜爱佩戴,银首饰
553,怒族妇女,喜爱佩戴,银手镯
553,怒族妇女,喜爱 佩戴,耳环
553,怒族,保留 传统技艺,纺织技艺
553,怒族纺织技艺,主要织,怒族 毯拥朵
553,怒族毯拥朵,用于缝制,毯子
553,怒族毯 拥朵,用于缝制,筒裙
553,怒族毯拥朵,用于缝制,床单
553,怒族毯拥 朵,用于缝制,上衣
553,怒 族毯拥朵,用于缝 制,围腰
553,怒族毯拥朵,用于缝制,挂 包
553,几乎 每家,都有,织机
553,成年女子,都会织,怒族 毯拥朵
553,怒族,舞蹈形式,锅庄舞
553,怒族,音乐形态 保存完整,民歌
553,怒族民歌,包括,叙事歌《创 世纪》
553,怒族民歌,包括,山歌
553,怒族民歌,包括,劳动歌
553,怒族民歌,包括,儿歌
553,怒族民歌,包括,哄娃娃调即催眠曲
553,怒族民歌,包括,悼念歌
553,怒族民 歌,包括,祭祀歌
553,山歌,较丰富,内容、题材 广泛
553,山 歌,用于表达,青年 男女间爱慕之情的情歌
553,山歌,常用于抒发,个人内心的 多种情感
553,怒族舞蹈,包括,斗 鸡舞
553,怒族舞蹈,包括,孔雀 舞
553,怒 族舞蹈,包括,乌鸦喝水 舞
553,怒 族舞蹈,包括,蝴蝶舞
553,怒族 舞蹈,包括,赶乌鸦
553,怒族舞蹈,包括,舂墙舞
553,怒族舞蹈,包括,丰收舞
553,怒族舞蹈,包括,搓小米舞
553,逢年过节 、红白喜事、盖房 等场合,都要进行,唱歌、跳舞
553,伴奏乐器,包括,皮 鼓
553,伴奏 乐器,包括,竹笛
553,伴奏乐器,包括,弦子
553,传统体育活动,包括,射弩
553,传统体育活动,包括,爬竹竿
553,传统体育活动,包括,劈柴
553,传统体育活动,包括,搓麻
553,传统体育活动,包括,爬 绳
553,传统 体育活动,包括,斗角
553,传统体育 活动,包括,跳竹
553,传统体育活动,包括,荡秋千
553,传统体育活动,包括,摔跤
553,怒族传统节日,包括,春节
553,怒族传统节日,包括,仙女节
553,春节习俗,包括,提前酿酒
553,春节习俗,包括,砍柴
553,春节习俗,包括,舂粑粑
553,春节习俗,包括,杀猪
553,春节习俗,包括,打扫庭院
553,除夕之夜,要祭祀,火塘中的铁 三脚架
553,新年第一天凌晨鸡叫头 遍,人们争相去打,祖先水
553,大年初一至初三,不串门吃饭禁喝汤 ) 105. (春节期间 各村寨的年轻人,"举行比赛 项目包括, 射弩"
553,春节期间各村 寨的年轻人,举行比赛项目包括,摔跤
553,春节期间各村寨的年轻人,举行比赛项目包括,荡 秋千
553,老年人春节活动,相聚一堂 饮酒、唱古歌) 1 09. (仙女节别称,"包括, 山母节"
553,仙女节 别称,包括,鲜花节
553,仙女 节日期,每年农历三月十五 日过节) 112 . (仙女节活动,包括到 山洞举行祭祀活动接仙女的乳汁 亦即钟乳石滴水圣水喝
554,箐花村,位于,怒江傈僳 族自治州兰坪白族普 米族自治县西北面
554,箐花村,由 ...组成,个自然村
554,箐花村,地处,三江并流 自然保护区腹地的高寒山区
554,箐花村,附近有,罗古箐
554,箐花村,附近有,大羊场
554,箐花村,森林覆盖率达,以上
554,箐花村,民居建筑中占主导 形式,井干式木楞 房
554,箐花 村,保持了,普 米族传统的建筑形式
554,箐花村,村 寨格局保持,传统风貌
554,箐花村,历史悠久,传统农牧业
554,箐花 村,保存情况良好,服装服饰
554,箐花村,保存情况良好,饮食
554,箐花村,保存情况 良好,民间歌舞
554,箐花村,保存情况良好,麻毛纺织 工艺
554,箐 花村,传统村规民 约与新的村规民约相结合,对村寨日常生产、 生活共同起着管理约束作用
554,箐花普米 族妇女服饰,特点,庄重艳丽美观大方
554,箐花普米族妇女 服饰,包括,麻布大 襟衣
554,箐花普米族妇女服饰,包括,毛线长裙
554,箐花普 米族妇女服饰,包括,背披羊皮
554,箐花普米族妇女 服饰,包括,胸前佩戴银 链
554,箐 花普米族妇女服饰,喜用,宽大的红、 绿、蓝、黄等各色彩 带束腰
554,箐花普米族妇女服饰,手戴,镯圈 和戒指
554,箐花普米族妇女服饰,耳戴,银环或 玉坠
554,箐花普米族妇女服饰,用...作头饰和项链,五光十色的串珠
554,箐花 普米族妇女服饰,包,大头帕
554,箐花普米族 妇女服饰,喜用...编 入发辫中盘于头顶,牦牛尾及丝线
554,箐花普 米族妇女服饰,以... 为美,发辫粗大
554,男子一般 穿着,对襟麻布衣 ) 29. (男子一般 穿着,宽大长裤
554,男子一般穿着,披羊皮领褂左衽 像藏族穿戴) 31. (富有人家的男子穿着,氆氇和毛质大衣
554,富有人家的男子 穿着,膝下用布或 毛毡裹腿) 33 . (富有人家的男子穿着,有的穿自制的半筒猪 皮、牛皮鞋
554,特色工艺,包括,皮制品
554,特色工艺,包括,毛制品
554,皮制品 主要指,羊皮披风 ) 37. (羊皮 披风多用于,探亲 访友、婚丧年节时 穿用
554,羊皮披风有功用,装饰、御寒和作为姑娘嫁 妆等功用) 39. (毛制品经过各道加工工序 后即形成,毛料
554,毛料根据 不同需要分别制作,氆氇 ) 41. (毛料 根据不同需要分别制作,毡
554,毛料 根据不同需要分别制作,帽 ) 43. (毛料 根据不同需要分别制作,鞋
554,普米 族信奉,自然神灵) 45. (祭祀活动较频繁 主要有,祭天地
554,祭祀活动较频繁主要有,祭龙潭) 4 7. (祭祀活动较频繁主要有,祭山神
554,祭祀活动较频繁主要有,祭铁三脚) 49. (祭祀活动较频繁 主要有,祭祖先
554,祭祀活动较频繁主要有,祭中柱) 5 1. (主要传统节日,吾时节
554,吾时节要举行,打枪 、射弩比赛) 53 . (每逢节日、婚庆和 重大祭祀活动本村人及周边 亲友聚集在一起,唱古歌
554,每逢节日 、婚庆和重大祭祀活动本 村人及周边亲友聚集在一起,跳舞蹈搓蹉) 5 5. (普米族民歌 多为前人传下的传统曲目,即兴创作较少
554,普米族民歌 在形式上比较自由,不受 格律限制) 57. (普米族民歌内容丰富形式多样 婚俗类主要有,求亲 歌
554,普 米族民歌内容丰富形式多样婚俗 类主要有,迎客调) 59. (普米族 民歌内容丰富形式多样婚俗类主要有,接亲歌
554,普米族民歌 内容丰富形式多样婚俗类主要有,拦门歌) 61. (普米族民歌内容丰富形式多样 婚俗类主要有,果碟 调
554,普 米族民歌内容丰富形式多样婚俗 类主要有,聚谈调) 63. (普米族 民歌内容丰富形式多样婚俗类主要有,顶梁柱调
554,情歌主要有,铁打链环扣一生) 65. (情歌主要有,除非秤砣水面漂
554,祭祀类民 歌主要有,祭三脚调 ) 67. (祭祀类 民歌主要有,拜龙调
554,祭祀类 民歌主要有,祭中柱 ) 69. (丧礼 中主要演唱,指路歌
554,传统古 歌类主要有,吉典) 71. (传统古歌 类主要有,马鹿调
554,传统古歌 类主要有,黎明调) 73. (传统古歌类 主要有,巴扎贤赞
554,曲调多 用,五声音阶) 75. (旋律与语调密切相关,朗诵性与歌唱性紧密结合
554,旋律特点,质朴清新优美流畅) 77. (部分民歌音 域较宽可达到或接近两个 八度) 78. ( 节奏特点,平稳匀称长短 交错明快活跃
554,歌词一般为奇数音节 不等,三、五、七 、九个音节不等) 80. (四弦是普 米族民间乐器也是四弦舞 的主要伴奏乐器) 81. (四弦曲目较多除舞步的 调外还有部分古老的曲目如,四弦母调
554,四弦曲目较多除 舞步的调外还有部分古老的曲目 如,雀上树) 83. (四弦弹奏不受 性别和年龄限制,在普 米族地区传承和保护情况良好
554,搓蹉 舞流传广泛群众基础好是节 庆场合的主要民间舞,用 羊皮、木碗、木筷 、夹板为伴奏) 8 5. (搓蹉舞领舞 者右手拍击,羊皮
555,大槟榔 园村傣族 花腰傣传统文化保护 区,位于,玉溪市新平彝族 傣族自治县嘎洒镇南蚌村委会 行政村大槟榔园村
555,大槟榔园 村,人均耕地面积,亩
555,大槟 榔园村,人均收入,元/年
555,大槟榔园村寨,依山傍水,森林 覆盖率达以上
555,大槟榔园村寨布局及 土掌房民居,保持,传统风貌
555,土木结构的土掌房傣家 土楼,占全村总数,
555,大槟榔 园,编制竹具,很普遍
555,大 槟榔园,榨红糖历史,悠久
555,大槟榔园,保留着,土法榨糖的传统方法
555,大槟 榔园,传统生产生活习俗 节庆文艺体育活动祭祀信仰等 文化形式,内容丰富
555,大槟榔园村 寨附近,有,多 处自然景观
555,大槟榔园,交通便利,现已开发成花腰傣 民族文化生态旅游村
555,傣族花腰傣人,信奉,山神、 树神、天神、水神
555,全村,有,棵树
555,全村,每年有多次,祭祀活动
555,各种祭祀活动,根据,月、日、时来举行
555,每次所 祈求的内容,不同,
555,每逢春节、花 街节、祭村心开秧 门、祭竜树等节庆 活动时,由,竜 头(傣语叫涡色
555,竜头,负责主持,每年举行次 活动
555,全村 老小,集聚吃团圆宴,祈祷风调雨顺、 六畜兴旺、五谷丰登
555,全村老 小,一起,修桥 补路、修沟挡坝、 打扫卫生等
555,傣族妇女,自己纺 线、织土布、花布 和花腰带) 23. (花腰带,"种类繁多, 色彩绚丽条纹清晰层次分明"
555,花腰傣,因此得名,花腰带
555,花腰傣 服饰,艳丽特色鲜明) 26. (妇女传统服饰,"包括, 大衣、背心、腰带 、筒裙、高冠、脚 套等"
555,妇女身上,佩戴,银 饰、秧箩、背箩等
555,男子上 穿,黑色无领布扣 对襟衫) 29. (男子下穿,黑色长 管大筒裤
555,特色工艺品,主要有,花布、围巾、手帕 、挎包、秧箩、筒 裙、花腰带等
555,大槟榔园花 腰傣男女,至今仍保持,文身风俗
555,文身部位,多 纹,手、脚、手臂
555,妇女,有传统的染齿习俗) 34. (少女染齿,"一般在, 岁之间进行"
